2020-07-28-17_52_41,Lat,34.995762,Lon,-105.851089
2020-07-28-17_52_42,Lat,34.995781,Lon,-105.850983
2020-07-28-17_52_43,Lat,34.995773,Lon,-105.850883
2020-07-28-17_52_44,Lat,34.995792,Lon,-105.850769
2020-07-28-17_52_46,Lat,34.995792,Lon,-105.850693
2020-07-28-17_52_47,Lat,34.995789,Lon,-105.850563
2020-07-28-17_52_48,Lat,34.995815,Lon,-105.850471
2020-07-28-17_52_50,Lat,34.995811,Lon,-105.850388
2020-07-28-17_52_51,Lat,34.995834,Lon,-105.850281
2020-07-28-17_52_52,Lat,34.995831,Lon,-105.850212
2020-07-28-17_52_53,Lat,34.995831,Lon,-105.850105
2020-07-28-17_52_55,Lat,34.995842,Lon,-105.850021
2020-07-28-17_52_56,Lat,34.995857,Lon,-105.849937
2020-07-28-17_52_57,Lat,34.995907,Lon,-105.849663
2020-07-28-17_52_58,Lat,34.995869,Lon,-105.849640
2020-07-28-17_53_00,Lat,34.995861,Lon,-105.849571
2020-07-28-17_53_01,Lat,34.995846,Lon,-105.849487
2020-07-28-17_53_02,Lat,34.995850,Lon,-105.849380
2020-07-28-17_53_03,Lat,34.995892,Lon,-105.849297
2020-07-28-17_53_05,Lat,34.995880,Lon,-105.849197
2020-07-28-17_53_06,Lat,34.995899,Lon,-105.849129
2020-07-28-17_53_07,Lat,34.995892,Lon,-105.849052
2020-07-28-17_53_09,Lat,34.995907,Lon,-105.848923
2020-07-28-17_53_10,Lat,34.995911,Lon,-105.848846
2020-07-28-17_53_11,Lat,34.995911,Lon,-105.848717
2020-07-28-17_53_12,Lat,34.995930,Lon,-105.848618
2020-07-28-17_53_14,Lat,34.995934,Lon,-105.848511
2020-07-28-17_53_15,Lat,34.995930,Lon,-105.848427
2020-07-28-17_53_16,Lat,34.995930,Lon,-105.848320
2020-07-28-17_53_17,Lat,34.995953,Lon,-105.848213
2020-07-28-17_53_19,Lat,34.995953,Lon,-105.848106
2020-07-28-17_53_20,Lat,34.995998,Lon,-105.847992
2020-07-28-17_53_21,Lat,34.996021,Lon,-105.847923
2020-07-28-17_53_23,Lat,34.996044,Lon,-105.847847
2020-07-28-17_53_24,Lat,34.996056,Lon,-105.847778
2020-07-28-17_53_25,Lat,34.996067,Lon,-105.847679
2020-07-28-17_53_26,Lat,34.996098,Lon,-105.847603
2020-07-28-17_53_28,Lat,34.996120,Lon,-105.847481
2020-07-28-17_53_29,Lat,34.996159,Lon,-105.847389
2020-07-28-17_53_30,Lat,34.996170,Lon,-105.847290
2020-07-28-17_53_31,Lat,34.996204,Lon,-105.847221
2020-07-28-17_53_33,Lat,34.996223,Lon,-105.847137
2020-07-28-17_53_34,Lat,34.996250,Lon,-105.847038
2020-07-28-17_53_35,Lat,34.996269,Lon,-105.846954
2020-07-28-17_53_37,Lat,34.996304,Lon,-105.846855
2020-07-28-17_53_38,Lat,34.996330,Lon,-105.846779
2020-07-28-17_53_39,Lat,34.996361,Lon,-105.846672
2020-07-28-17_53_40,Lat,34.996399,Lon,-105.846619
2020-07-28-17_53_42,Lat,34.996418,Lon,-105.846542
2020-07-28-17_53_43,Lat,34.996460,Lon,-105.846458
2020-07-28-17_53_44,Lat,34.996483,Lon,-105.846390
2020-07-28-17_53_45,Lat,34.996510,Lon,-105.846306
2020-07-28-17_53_47,Lat,34.996532,Lon,-105.846260
2020-07-28-17_53_48,Lat,34.996567,Lon,-105.846176
2020-07-28-17_53_49,Lat,34.996620,Lon,-105.846130
2020-07-28-17_53_51,Lat,34.996658,Lon,-105.846054
2020-07-28-17_53_52,Lat,34.996696,Lon,-105.845985
2020-07-28-17_53_53,Lat,34.996708,Lon,-105.845917
2020-07-28-17_53_54,Lat,34.996758,Lon,-105.845825
2020-07-28-17_53_56,Lat,34.996788,Lon,-105.845757
2020-07-28-17_53_57,Lat,34.996822,Lon,-105.845680
2020-07-28-17_53_58,Lat,34.996868,Lon,-105.845619
2020-07-28-17_53_59,Lat,34.996891,Lon,-105.845551
2020-07-28-17_54_01,Lat,34.996933,Lon,-105.845459
2020-07-28-17_54_02,Lat,34.996948,Lon,-105.845413
2020-07-28-17_54_03,Lat,34.996983,Lon,-105.845329
2020-07-28-17_54_04,Lat,34.997002,Lon,-105.845268
2020-07-28-17_54_06,Lat,34.997021,Lon,-105.845177
2020-07-28-17_54_07,Lat,34.997047,Lon,-105.845116
2020-07-28-17_54_08,Lat,34.997059,Lon,-105.845032
2020-07-28-17_54_10,Lat,34.997097,Lon,-105.844963
2020-07-28-17_54_11,Lat,34.997101,Lon,-105.844864
2020-07-28-17_54_12,Lat,34.997120,Lon,-105.844780
2020-07-28-17_54_13,Lat,34.997143,Lon,-105.844688
2020-07-28-17_54_15,Lat,34.997173,Lon,-105.844597
2020-07-28-17_54_16,Lat,34.997166,Lon,-105.844528
2020-07-28-17_54_17,Lat,34.997181,Lon,-105.844429
2020-07-28-17_54_18,Lat,34.997196,Lon,-105.844376
2020-07-28-17_54_20,Lat,34.997192,Lon,-105.844292
2020-07-28-17_54_21,Lat,34.997204,Lon,-105.844215
2020-07-28-17_54_22,Lat,34.997208,Lon,-105.844124
2020-07-28-17_54_24,Lat,34.997234,Lon,-105.844040
2020-07-28-17_54_25,Lat,34.997257,Lon,-105.843964
2020-07-28-17_54_26,Lat,34.997250,Lon,-105.843880
2020-07-28-17_54_27,Lat,34.997265,Lon,-105.843788
2020-07-28-17_54_29,Lat,34.997261,Lon,-105.843704
2020-07-28-17_54_30,Lat,34.997272,Lon,-105.843613
2020-07-28-17_54_31,Lat,34.997265,Lon,-105.843521
2020-07-28-17_54_32,Lat,34.997276,Lon,-105.843430
2020-07-28-17_54_34,Lat,34.997272,Lon,-105.843346
2020-07-28-17_54_35,Lat,34.997269,Lon,-105.843262
2020-07-28-17_54_36,Lat,34.997257,Lon,-105.843170
2020-07-28-17_54_38,Lat,34.997234,Lon,-105.843056
